State_ID,Visit_Count
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 858.537, 586.608, 267.929, 2390.172, 1063.885, 0.0, 0.0, 1.0, 858.537)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 858.537, 586.608, 267.929, 2390.172, 1152.42, 0.0, 0.0, 0.0, 858.537)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.667, 0.0, 0.0, 0.333, 1.0, 0.0, 586.608, 267.929, 2390.172, 1006.975, 0.0, 0.0, -1.0, 858.537)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.0, 0.0, 0.667, 1.0, 0.0, 586.608, 267.929, 2390.172, 1315.341, 0.0, 0.0, 0.0, 572.358)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 586.608, 267.929, 2390.172, 1393.794, 0.0, 0.0, 0.0, 286.179)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 586.608, 267.929, 2390.172, 1051.956, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 586.608, 267.929, 2390.172, 406.455, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 586.608, 267.929, 2390.172, 447.152, 0.0, 0.0, 0.0, 0.0)",30
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.667, 0.0, 1322.219, 835.511, 464.708, 2597.114, 0.0, 0.0, 0.0, 1.0, 0.0)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 1322.219, 835.511, 464.708, 2597.114, 0.0, 0.0, 0.0, -1.0, 440.74)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 1322.219, 835.511, 464.708, 2597.114, 256.116, 0.0, 0.0, 0.0, 881.479)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 1322.219, 835.511, 464.708, 2597.114, 617.402, 0.0, 0.0, 1.0, 1322.219)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.333, 0.0, 0.0, 0.333, 0.0, 1322.219, 835.511, 464.708, 2597.114, 617.402, 0.0, 0.0, -1.0, 1322.219)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 1322.219, 835.511, 464.708, 2597.114, 361.286, 0.0, 0.0, 0.0, 1322.219)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 1322.219, 835.511, 464.708, 2597.114, 0.0, 0.0, 0.0, 0.0, 1322.219)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 1322.219, 835.511, 464.708, 2597.114, 0.0, 0.0, 0.0, 0.0, 1322.219)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 1322.219, 835.511, 464.708, 2597.114, 0.0, 0.0, 0.0, 1.0, 1322.219)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 1322.219, 835.511, 464.708, 2597.114, 0.0, 0.0, 0.0, -1.0, 1322.219)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 1322.219, 835.511, 464.708, 2597.114, 537.112, 0.0, 0.0, 0.0, 1322.219)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.0, 0.0, 0.0, 1322.219, 835.511, 464.708, 2597.114, 537.112, 0.0, 0.0, 0.0, 1322.219)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.333, 0.0, 0.333, 0.0, 1322.219, 835.511, 464.708, 2597.114, 537.112, 0.0, 0.0, 0.0, 1322.219)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 2092.572, 0.0, 0.0, 0.0, 1953.222)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 2293.463, 0.0, 0.0, 0.0, 1953.222)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 2507.924, 0.0, 0.0, 0.0, 1953.222)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 2305.508, 0.0, 0.0, -1.0, 1953.222)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 2114.276, 0.0, 0.0, 0.0, 1953.222)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 2037.939, 0.0, 0.0, 1.0, 1953.222)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 2136.364, 0.0, 0.0, -1.0, 1953.222)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 1475.63, 0.0, 0.0, 0.0, 1953.222)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 1408.252, 0.0, 0.0, 0.0, 1953.222)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 736.098, 0.0, 0.0, 0.0, 1953.222)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 1595.799, 0.0, 0.0, 0.0, 1953.222)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 1814.413, 0.0, 0.0, 1.0, 1953.222)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 1814.413, 0.0, 0.0, -1.0, 1953.222)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 1702.654, 0.0, 0.0, 0.0, 1953.222)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 1313.83, 0.0, 0.0, 1.0, 1953.222)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 1313.83, 0.0, 0.0, -1.0, 1953.222)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 1953.222, 1200.0, 701.222, 2960.8, 565.889, 0.0, 0.0, 0.0, 1953.222)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.333, 0.0, 0.333, 1.0, 0.0, 1200.0, 701.222, 2960.8, 719.739, 0.0, 0.0, 0.0, 1953.222)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.333, 0.0, 0.667, 1.0, 0.0, 1200.0, 701.222, 2960.8, 719.739, 0.0, 0.0, 0.0, 1302.148)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1200.0, 701.222, 2960.8, 719.739, 0.0, 0.0, 0.0, 651.074)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1200.0, 701.222, 2960.8, 604.193, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1200.0, 701.222, 2960.8, 1212.416, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1200.0, 701.222, 2960.8, 2036.789, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1200.0, 701.222, 2960.8, 2283.412, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1200.0, 701.222, 2960.8, 2499.58, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1200.0, 701.222, 2960.8, 2341.2, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 1582.508, 0.0, 0.0, 0.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 1448.928, 0.0, 0.0, 0.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 1127.886, 0.0, 0.0, 0.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 1524.626, 0.0, 0.0, 0.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 1318.855, 0.0, 0.0, 0.0, 2140.193)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 1475.638, 0.0, 0.0, 1.0, 2140.193)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 1283.449, 0.0, 0.0, -1.0, 2140.193)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.0, 0.0, 0.667, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 909.403, 0.0, 0.0, 0.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 538.395, 0.0, 0.0, 0.0, 2140.193)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 0.0, 0.0, 0.0, 1.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 0.0, 0.0, 0.0, -1.0, 2140.193)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 0.0, 0.0, 0.0, 0.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.333, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 0.0, 0.0, 0.0, 0.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 621.104, 0.0, 0.0, 0.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 1262.621, 0.0, 0.0, 0.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 1262.621, 0.0, 0.0, 0.0, 2140.193)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 1089.601, 0.0, 0.0, 1.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 873.626, 0.0, 0.0, -1.0, 2140.193)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 2140.193, 1500.0, 630.193, 2859.816, 873.626, 0.0, 0.0, 0.0, 2140.193)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 1.0, 0.0, 1500.0, 630.193, 2859.816, 425.542, 0.0, 0.0, 0.0, 2140.193)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.0, 1500.0, 630.193, 2859.816, 0.0, 0.0, 0.0, 0.0, 1426.796)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1500.0, 630.193, 2859.816, 0.0, 0.0, 0.0, 0.0, 713.398)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1500.0, 630.193, 2859.816, 0.0, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1500.0, 630.193, 2859.816, 610.186, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1500.0, 630.193, 2859.816, 1279.548, 0.0, 0.0, 0.0, 0.0)",20
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 823.062, 614.959, 204.103, 2345.082, 974.555, 0.0, 0.0, 0.0, 823.062)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 823.062, 614.959, 204.103, 2345.082, 1235.253, 0.0, 0.0, 1.0, 823.062)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 823.062, 614.959, 204.103, 2345.082, 1470.288, 0.0, 0.0, 0.0, 823.062)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.667, 0.0, 0.0, 0.333, 1.0, 0.0, 614.959, 204.103, 2345.082, 1497.747, 0.0, 0.0, -1.0, 823.062)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.0, 0.0, 0.667, 1.0, 0.0, 614.959, 204.103, 2345.082, 1567.174, 0.0, 0.0, 0.0, 548.708)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 614.959, 204.103, 2345.082, 1596.281, 0.0, 0.0, 0.0, 274.354)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 614.959, 204.103, 2345.082, 1767.972, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 614.959, 204.103, 2345.082, 1607.437, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 614.959, 204.103, 2345.082, 1776.883, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 614.959, 204.103, 2345.082, 1471.396, 0.0, 0.0, 0.0, 0.0)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.667, 0.0, 904.594, 639.55, 263.043, 2347.792, 1400.35, 0.0, 0.0, 1.0, 0.0)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.333, 0.0, 904.594, 639.55, 263.043, 2347.792, 665.231, 0.0, 0.0, 0.0, 301.531)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 904.594, 639.55, 263.043, 2347.792, 372.898, 0.0, 0.0, 0.0, 603.062)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 904.594, 639.55, 263.043, 2347.792, 0.0, 0.0, 0.0, -1.0, 904.594)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 904.594, 639.55, 263.043, 2347.792, 0.0, 0.0, 0.0, 0.0, 904.594)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 904.594, 639.55, 263.043, 2347.792, 578.887, 0.0, 0.0, 0.0, 904.594)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 904.594, 639.55, 263.043, 2347.792, 1053.338, 0.0, 0.0, 1.0, 904.594)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 904.594, 639.55, 263.043, 2347.792, 1053.338, 0.0, 0.0, -1.0, 904.594)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 904.594, 639.55, 263.043, 2347.792, 474.452, 0.0, 0.0, 0.0, 904.594)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 1.0, 0.0, 639.55, 263.043, 2347.792, 0.0, 0.0, 0.0, 0.0, 904.594)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 1.0, 0.0, 639.55, 263.043, 2347.792, 0.0, 0.0, 0.0, 0.0, 603.062)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 639.55, 263.043, 2347.792, 276.43, 0.0, 0.0, 0.0, 301.531)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 639.55, 263.043, 2347.792, 276.43, 0.0, 0.0, 0.0, 0.0)",20
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 639.55, 263.043, 2347.792, 0.0, 0.0, 0.0, 0.0, 0.0)",20
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.667, 0.0, 0.333, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3480.782, 0.0, 0.0, 0.0, 4130.576)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.333, 0.0, 0.667, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3008.358, 0.0, 0.0, 0.0, 4130.576)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.667, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 2684.344, 0.0, 0.0, 1.0, 4130.576)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.333, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 2695.309, 0.0, 0.0, 0.0, 4130.576)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 2714.807, 0.0, 0.0, 0.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 2905.011, 0.0, 0.0, -1.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3083.904, 0.0, 0.0, 0.0, 4130.576)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3473.118, 0.0, 0.0, 1.0, 4130.576)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.333, 0.333, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3745.979, 0.0, 0.0, -1.0, 4130.576)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.333, 0.0, 0.333, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 2644.817, 0.0, 0.0, 0.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.333, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 1331.67, 0.0, 0.0, 0.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 1194.398, 0.0, 0.0, 0.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 2227.672, 0.0, 0.0, 0.0, 4130.576)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3535.29, 0.0, 0.0, 1.0, 4130.576)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3388.411, 0.0, 0.0, 0.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3613.655, 0.0, 0.0, -1.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.333, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3495.232, 0.0, 0.0, 0.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3482.731, 0.0, 0.0, 0.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 2224.212, 0.0, 0.0, 0.0, 4130.576)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 2274.384, 0.0, 0.0, 0.0, 4130.576)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.333, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 1239.367, 0.0, 0.0, 1.0, 4130.576)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.333, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 2532.083, 0.0, 0.0, 0.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 2475.33, 0.0, 0.0, -1.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3472.284, 0.0, 0.0, 0.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3364.747, 0.0, 0.0, 0.0, 4130.576)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 4130.576, 1000.0, 2753.576, 5561.284, 3113.857, 0.0, 0.0, 1.0, 4130.576)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 989.01, 629.852, 353.158, 2478.524, 1157.438, 0.0, 0.0, 0.0, 989.01)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 989.01, 629.852, 353.158, 2478.524, 1364.95, 0.0, 0.0, 0.0, 989.01)",10
"(0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 989.01, 629.852, 353.158, 2478.524, 1534.934, 0.0, 0.0, 0.0, 989.01)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 989.01, 629.852, 353.158, 2478.524, 1424.196, 0.0, 0.0, 0.0, 989.01)",10
"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 989.01, 629.852, 353.158, 2478.524, 1483.66, 0.0, 0.0, 0.0, 989.01)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.333, 0.0, 0.0, 0.0, 0.0, 989.01, 629.852, 353.158, 2478.524, 1247.971, 0.0, 0.0, 1.0, 989.01)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 989.01, 629.852, 353.158, 2478.524, 1722.258, 0.0, 0.0, 0.0, 989.01)",10
"(0.0, 0.0, 0.0, 0.0, 1.0, 0.667, 0.0, 0.0, 0.0, 0.0, 989.01, 629.852, 353.158, 2478.524, 1361.357, 0.0, 0.0, -1.0, 989.01)",10
"(1.0, 0.0, 0.0, 0.0, 0.0, 0.667, 0.0, 0.0, 0.0, 0.0, 989.01, 629.852, 353.158, 2478.524, 1622.848, 0.0, 0.0, 1.0, 989.01)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.0, 0.0, 0.333, 1.0, 0.0, 629.852, 353.158, 2478.524, 1282.235, 0.0, 0.0, -1.0, 989.01)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.333, 0.0, 0.0, 0.667, 1.0, 0.0, 629.852, 353.158, 2478.524, 1761.179, 0.0, 0.0, 0.0, 659.34)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 629.852, 353.158, 2478.524, 1561.078, 0.0, 0.0, 0.0, 329.67)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 629.852, 353.158, 2478.524, 1061.684, 0.0, 0.0, 0.0, 0.0)",10
"(0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 629.852, 353.158, 2478.524, 346.995, 0.0, 0.0, 0.0, 0.0)",10
